,course1,course2,corr,P-value,#students
853,Chemistry1332,ComputerandInfoScience4080,0.777051223,3.42E-05,21
854,Chemistry1332,ComputerandInfoScience4090,0.292284843,0.175943246,23
859,Chemistry1332,ComputerandInfoScience4631,0.359630299,0.014098185,46
860,Chemistry1332,ComputerandInfoScience4650,0.333798976,0.071433775,30
867,Chemistry1332,Economics2140,0.325216881,6.41E-09,304
868,Chemistry1332,English1101,0.083099393,0.345356835,131
869,Chemistry1332,English1102,0.310730052,1.89E-26,1118
870,Chemistry1332,History1000,0.379646501,1.77E-13,351
871,Chemistry1332,Mathematics1100,0.10696545,0.218642096,134
872,Chemistry1332,Music1100,0.404761104,2.41E-12,277
873,Chemistry1332,Philosophy1000,0.373869948,8.33E-39,1130
874,Chemistry1332,Physics1201,0.206641188,0.036238217,103
875,Chemistry1332,Physics1501,0.463925724,3.14E-24,428
876,Chemistry1332,Physics1511,0.426820171,3.14E-25,538
881,Chemistry1332,Psychology1100,0.156017663,0.097393839,114
882,Chemistry1332,Psychology1200,0.368989194,2.39E-16,462
883,Chemistry1332,Psychology2000,0.301444007,2.17E-06,238
884,Chemistry1332,Psychology2010,0.31791993,0.000171609,135
885,Chemistry1332,Psychology2200,0.18354011,0.314643328,32
886,Chemistry1332,Psychology2201,0.339254859,0.053428327,33
890,Chemistry1332,Psychology2501,0.26293567,0.048147691,57
891,Chemistry1332,Psychology2600,0.186143861,0.200335649,49
893,Chemistry1332,Psychology2700,0.284560463,0.002709528,109
894,Chemistry1332,Psychology2710,0.252928043,0.023599145,80
895,Chemistry1332,Psychology2800,0.423738007,2.02E-07,139
896,Chemistry1332,Psychology2900,0.243349058,0.000251693,222
897,Chemistry1332,Psychology3100,0.312498659,0.017949918,57
898,Chemistry1332,Psychology3110,0.455625529,0.000136826,65
910,Chemistry1332,Psychology3600,0.290882876,0.000825036,129
911,Chemistry1332,Psychology3610,-0.104156343,0.628143748,24
913,Chemistry1332,Psychology3700,-0.02688681,0.896268136,26
916,Chemistry1332,Psychology3730,0.326493615,0.039765625,40
918,Chemistry1332,Psychology3820,0.391740831,0.079048507,21
921,Chemistry1332,Psychology3930,0.390670906,0.036137603,29
926,Chemistry1332,Psychology4310,0.134749002,0.30049041,61
929,Chemistry1332,Psychology4340,0.229846597,0.074755298,61
935,Chemistry1332,Psychology4900,0.264906971,0.004957917,111
941,Chemistry1332,Theatre1100,0.29352286,3.14E-09,392
942,Chemistry1332,Theology1000,0.364840403,1.10E-37,1155
943,Chemistry1332,Theology3200,0.384447026,2.09E-07,171
944,Chemistry1332,VisualArts1101,0.272500472,1.15E-05,252
945,ComputerandInfoScience1100,BiologicalSciences1403,0.088323794,0.317661748,130
946,ComputerandInfoScience1100,BiologicalSciences1404,0.342713956,0.000771668,93
947,ComputerandInfoScience1100,BiologicalSciences1413,0.111985512,0.201107153,132
948,ComputerandInfoScience1100,Chemistry1321,0.158098181,0.071304374,131
949,ComputerandInfoScience1100,Chemistry1322,0.172132816,0.098967973,93
950,ComputerandInfoScience1100,Chemistry1331,0.147884761,0.079029554,142
951,ComputerandInfoScience1100,Chemistry1332,0.142952174,0.158081672,99
952,ComputerandInfoScience1100,ComputerandInfoScience1100,1,0,2384
953,ComputerandInfoScience1100,ComputerandInfoScience1400,-0.076519526,0.748481902,20
955,ComputerandInfoScience1100,ComputerandInfoScience1600,0.386421964,1.08E-11,288
956,ComputerandInfoScience1100,ComputerandInfoScience1610,0.407715754,2.17E-11,249
959,ComputerandInfoScience1100,ComputerandInfoScience2000,0.461364228,2.82E-09,150
960,ComputerandInfoScience1100,ComputerandInfoScience2010,0.443866016,2.82E-08,143
962,ComputerandInfoScience1100,ComputerandInfoScience2100,0.480502694,0.005376963,32
963,ComputerandInfoScience1100,ComputerandInfoScience2110,0.643709977,0.001227257,22
964,ComputerandInfoScience1100,ComputerandInfoScience2200,0.285030632,0.008192506,85
966,ComputerandInfoScience1100,ComputerandInfoScience2350,0.574228581,0.002683842,25
967,ComputerandInfoScience1100,ComputerandInfoScience2500,0.324423103,0.009485618,63
968,ComputerandInfoScience1100,ComputerandInfoScience2540,0.373165286,0.000142283,99
970,ComputerandInfoScience1100,ComputerandInfoScience3001,0.460851133,0.006953075,33
976,ComputerandInfoScience1100,ComputerandInfoScience3300,0.335443112,0.015056959,52
978,ComputerandInfoScience1100,ComputerandInfoScience3500,0.328988132,0.000477813,109
980,ComputerandInfoScience1100,ComputerandInfoScience3593,0.403050009,7.46E-05,91
981,ComputerandInfoScience1100,ComputerandInfoScience3595,0.290062409,0.018152637,66
984,ComputerandInfoScience1100,ComputerandInfoScience3850,0.201934777,0.199684169,42
985,ComputerandInfoScience1100,ComputerandInfoScience4001,0.323809174,0.008506331,65
987,ComputerandInfoScience1100,ComputerandInfoScience4020,0.172229094,0.345894849,32
988,ComputerandInfoScience1100,ComputerandInfoScience4080,0.383409943,0.002287962,61
989,ComputerandInfoScience1100,ComputerandInfoScience4090,0.121672485,0.338183838,64
993,ComputerandInfoScience1100,ComputerandInfoScience4615,0.464104444,4.02E-05,72
994,ComputerandInfoScience1100,ComputerandInfoScience4631,0.554245611,1.75E-08,89
995,ComputerandInfoScience1100,ComputerandInfoScience4650,0.177258539,0.154491762,66
1002,ComputerandInfoScience1100,Economics2140,0.269437509,9.16E-10,500
1003,ComputerandInfoScience1100,English1101,0.253315555,3.62E-06,326
1004,ComputerandInfoScience1100,English1102,0.328529863,1.59E-42,1638
1005,ComputerandInfoScience1100,History1000,0.343848242,3.49E-15,495
1006,ComputerandInfoScience1100,Mathematics1100,0.350299994,2.30E-08,241
1007,ComputerandInfoScience1100,Music1100,0.362785631,9.07E-19,557
1008,ComputerandInfoScience1100,Philosophy1000,0.435420605,5.71E-82,1752
1009,ComputerandInfoScience1100,Physics1201,0.406321768,2.11E-35,857
1010,ComputerandInfoScience1100,Physics1501,-0.227096867,0.133556886,45
1011,ComputerandInfoScience1100,Physics1511,-0.00903619,0.938668994,75
1016,ComputerandInfoScience1100,Psychology1100,0.37316847,8.29E-13,344
1017,ComputerandInfoScience1100,Psychology1200,0.273290197,2.72E-06,286
1018,ComputerandInfoScience1100,Psychology2000,0.398711523,4.23E-08,176
1019,ComputerandInfoScience1100,Psychology2010,0.293157455,0.001101365,121
1020,ComputerandInfoScience1100,Psychology2200,0.316854077,0.038433345,43
1021,ComputerandInfoScience1100,Psychology2201,0.409441871,0.019961776,32
1025,ComputerandInfoScience1100,Psychology2501,0.194671742,0.146751564,57
1026,ComputerandInfoScience1100,Psychology2600,0.239047861,0.076005808,56
1028,ComputerandInfoScience1100,Psychology2700,0.265572098,0.020414737,76
1029,ComputerandInfoScience1100,Psychology2710,0.439764844,0.000310667,63
1030,ComputerandInfoScience1100,Psychology2800,0.120577613,0.148554413,145
1031,ComputerandInfoScience1100,Psychology2900,0.333834287,1.11E-05,166
1032,ComputerandInfoScience1100,Psychology3100,0.096891092,0.660083808,23
1033,ComputerandInfoScience1100,Psychology3110,0.525325608,0.01004937,23
1038,ComputerandInfoScience1100,Psychology3330,0.245633861,0.121620256,41
1045,ComputerandInfoScience1100,Psychology3600,0.105051878,0.230607743,132
1048,ComputerandInfoScience1100,Psychology3700,0.204052054,0.239687941,35
1051,ComputerandInfoScience1100,Psychology3730,0.318731869,0.105147575,27
1053,ComputerandInfoScience1100,Psychology3820,0.506660728,0.009748921,25
1056,ComputerandInfoScience1100,Psychology3930,0.42354733,0.031074077,26
1061,ComputerandInfoScience1100,Psychology4310,0.302839452,0.051242422,42
1064,ComputerandInfoScience1100,Psychology4340,0.300555204,0.027225139,54
1070,ComputerandInfoScience1100,Psychology4900,0.212701302,0.042947745,91
1076,ComputerandInfoScience1100,Theatre1100,0.354343551,9.60E-18,551
1077,ComputerandInfoScience1100,Theology1000,0.41266865,1.11E-72,1744
1078,ComputerandInfoScience1100,Theology3200,0.256215412,2.60E-05,263
1079,ComputerandInfoScience1100,VisualArts1101,0.261798769,1.47E-06,329
1080,ComputerandInfoScience1400,BiologicalSciences1403,0.483490219,1.39E-06,90
1081,ComputerandInfoScience1400,BiologicalSciences1404,0.485846962,1.60E-06,88
1082,ComputerandInfoScience1400,BiologicalSciences1413,0.319917764,0.002113564,90
1083,ComputerandInfoScience1400,Chemistry1321,0.363175184,0.000130092,106
1084,ComputerandInfoScience1400,Chemistry1322,0.386689424,0.00012881,93
1085,ComputerandInfoScience1400,Chemistry1331,0.343192512,0.000258856,109
1086,ComputerandInfoScience1400,Chemistry1332,0.236271724,0.020472615,96
1087,ComputerandInfoScience1400,ComputerandInfoScience1100,-0.076519526,0.748481902,20
1088,ComputerandInfoScience1400,ComputerandInfoScience1400,1,0,554
1090,ComputerandInfoScience1400,ComputerandInfoScience1600,0.463335076,1.04E-19,344
1091,ComputerandInfoScience1400,ComputerandInfoScience1610,0.450645692,8.24E-17,308
1094,ComputerandInfoScience1400,ComputerandInfoScience2000,0.411675377,2.99E-09,192
1095,ComputerandInfoScience1400,ComputerandInfoScience2010,0.407186289,9.68E-09,184
1097,ComputerandInfoScience1400,ComputerandInfoScience2100,0.570391066,3.82E-07,68
1098,ComputerandInfoScience1400,ComputerandInfoScience2110,0.598019157,9.04E-06,47
1099,ComputerandInfoScience1400,ComputerandInfoScience2200,0.475244089,8.01E-08,115
1101,ComputerandInfoScience1400,ComputerandInfoScience2350,0.397607659,0.0825517,20
1102,ComputerandInfoScience1400,ComputerandInfoScience2500,0.502277682,0.004677927,30
1103,ComputerandInfoScience1400,ComputerandInfoScience2540,0.029777589,0.802522358,73
1111,ComputerandInfoScience1400,ComputerandInfoScience3300,0.391039959,0.029615447,31
1112,ComputerandInfoScience1400,ComputerandInfoScience3400,0.453110684,0.008096028,33
1113,ComputerandInfoScience1400,ComputerandInfoScience3500,0.348664071,0.000232831,107
1115,ComputerandInfoScience1400,ComputerandInfoScience3593,0.375633416,0.000108465,101
1116,ComputerandInfoScience1400,ComputerandInfoScience3595,0.36531124,0.000465776,88
1119,ComputerandInfoScience1400,ComputerandInfoScience3850,0.495978098,0.008511983,27
1120,ComputerandInfoScience1400,ComputerandInfoScience4001,0.016962477,0.922953766,35
1122,ComputerandInfoScience1400,ComputerandInfoScience4020,0.174860137,0.338463359,32
1123,ComputerandInfoScience1400,ComputerandInfoScience4080,0.452456853,2.23E-05,81
1124,ComputerandInfoScience1400,ComputerandInfoScience4090,0.257032068,0.009836299,100
1128,ComputerandInfoScience1400,ComputerandInfoScience4615,0.452201305,5.91E-05,73
1129,ComputerandInfoScience1400,ComputerandInfoScience4631,0.557792714,1.12E-08,90
1130,ComputerandInfoScience1400,ComputerandInfoScience4650,-0.133881611,0.542511585,23
1132,ComputerandInfoScience1400,ComputerandInfoScience4700,0.225163851,0.24932007,28
1137,ComputerandInfoScience1400,Economics2140,0.375955344,0.000106881,101
1138,ComputerandInfoScience1400,English1101,0.350194242,0.001671898,78
1139,ComputerandInfoScience1400,English1102,0.298689679,5.60E-09,366
1140,ComputerandInfoScience1400,History1000,0.344005289,0.000349489,104
1141,ComputerandInfoScience1400,Mathematics1100,0.233416249,0.061305291,65
1142,ComputerandInfoScience1400,Music1100,0.240950383,0.007022522,124
1143,ComputerandInfoScience1400,Philosophy1000,0.4118302,2.47E-16,364
1144,ComputerandInfoScience1400,Physics1201,0.328386154,0.000266239,119
1145,ComputerandInfoScience1400,Physics1501,0.475772903,0.000241455,55
1146,ComputerandInfoScience1400,Physics1511,0.300743247,0.027124332,54
1151,ComputerandInfoScience1400,Psychology1100,0.441223261,0.001191556,51
1152,ComputerandInfoScience1400,Psychology1200,0.191384133,0.142962161,60
1153,ComputerandInfoScience1400,Psychology2000,0.377144371,0.039927579,30
1165,ComputerandInfoScience1400,Psychology2800,0.503284167,0.005385617,29
1166,ComputerandInfoScience1400,Psychology2900,0.316900049,0.052557595,38
1211,ComputerandInfoScience1400,Theatre1100,0.23007778,0.01379267,114
1212,ComputerandInfoScience1400,Theology1000,0.433561115,1.28E-18,375
1213,ComputerandInfoScience1400,Theology3200,0.345548052,0.009768399,55
1214,ComputerandInfoScience1400,VisualArts1101,0.432451449,5.54E-05,81
1224,ComputerandInfoScience1401,ComputerandInfoScience1401,1,0,26
1274,ComputerandInfoScience1401,English1102,0.380854326,0.097583257,20
1278,ComputerandInfoScience1401,Philosophy1000,0.624653514,0.0011024,24
1347,ComputerandInfoScience1401,Theology1000,0.013391226,0.951643457,23
1350,ComputerandInfoScience1600,BiologicalSciences1403,0.406705537,3.64E-09,195
1351,ComputerandInfoScience1600,BiologicalSciences1404,0.302813642,8.98E-05,162
1352,ComputerandInfoScience1600,BiologicalSciences1413,0.379797863,5.11E-08,193
1353,ComputerandInfoScience1600,Chemistry1321,0.343803029,2.50E-09,285
1354,ComputerandInfoScience1600,Chemistry1322,0.449047377,4.62E-13,235
1355,ComputerandInfoScience1600,Chemistry1331,0.425715985,4.16E-14,288
1356,ComputerandInfoScience1600,Chemistry1332,0.429991515,1.91E-12,245
1357,ComputerandInfoScience1600,ComputerandInfoScience1100,0.386421964,1.08E-11,288
1358,ComputerandInfoScience1600,ComputerandInfoScience1400,0.463335076,1.04E-19,344
1360,ComputerandInfoScience1600,ComputerandInfoScience1600,1,0,1532
1361,ComputerandInfoScience1600,ComputerandInfoScience1610,0.934659626,0,1254
1364,ComputerandInfoScience1600,ComputerandInfoScience2000,0.575227651,3.31E-50,555
1365,ComputerandInfoScience1600,ComputerandInfoScience2010,0.569482436,1.24E-46,527
1366,ComputerandInfoScience1600,ComputerandInfoScience2011,0.346429114,0.065622287,29
1367,ComputerandInfoScience1600,ComputerandInfoScience2100,0.436331405,1.69E-06,111
1368,ComputerandInfoScience1600,ComputerandInfoScience2110,0.296908141,0.005791757,85
1369,ComputerandInfoScience1600,ComputerandInfoScience2200,0.403657324,9.44E-13,289
1370,ComputerandInfoScience1600,ComputerandInfoScience2201,0.34008907,0.076602727,28
1371,ComputerandInfoScience1600,ComputerandInfoScience2350,0.449996664,0.000118072,68
1372,ComputerandInfoScience1600,ComputerandInfoScience2500,0.359996305,0.000202094,102
1373,ComputerandInfoScience1600,ComputerandInfoScience2540,0.3678916,4.71E-07,177
1375,ComputerandInfoScience1600,ComputerandInfoScience3001,0.242791547,0.121317287,42
1378,ComputerandInfoScience1600,ComputerandInfoScience3060,-0.002455976,0.989356263,32
1379,ComputerandInfoScience1600,ComputerandInfoScience3130,0.546899306,8.92E-06,58
1380,ComputerandInfoScience1600,ComputerandInfoScience3250,0.558736527,0.006873072,22
1381,ComputerandInfoScience1600,ComputerandInfoScience3300,0.46269323,4.07E-07,109
1382,ComputerandInfoScience1600,ComputerandInfoScience3400,0.18138625,0.096643178,85
1383,ComputerandInfoScience1600,ComputerandInfoScience3500,0.438364641,6.44E-14,266
1384,ComputerandInfoScience1600,ComputerandInfoScience3580,0.057543757,0.735143322,37
1385,ComputerandInfoScience1600,ComputerandInfoScience3593,0.41539086,4.23E-12,256
1386,ComputerandInfoScience1600,ComputerandInfoScience3595,0.461736943,2.22E-12,208
1389,ComputerandInfoScience1600,ComputerandInfoScience3850,0.307074414,0.004747004,83
1390,ComputerandInfoScience1600,ComputerandInfoScience4001,0.191030178,0.07129606,90
1392,ComputerandInfoScience1600,ComputerandInfoScience4020,0.339425444,0.00129897,87
1393,ComputerandInfoScience1600,ComputerandInfoScience4080,0.402384615,1.29E-09,211
1394,ComputerandInfoScience1600,ComputerandInfoScience4090,0.329442618,2.82E-07,232
1395,ComputerandInfoScience1600,ComputerandInfoScience4400,0.5204402,0.000809535,38
1398,ComputerandInfoScience1600,ComputerandInfoScience4615,0.423830124,2.25E-09,183
1399,ComputerandInfoScience1600,ComputerandInfoScience4631,0.441668031,1.09E-12,236
1400,ComputerandInfoScience1600,ComputerandInfoScience4650,0.14424332,0.185162985,86
1402,ComputerandInfoScience1600,ComputerandInfoScience4700,0.496876456,3.99E-05,62
1403,ComputerandInfoScience1600,ComputerandInfoScience4750,0.539985933,0.009484296,22
1404,ComputerandInfoScience1600,ComputerandInfoScience4800,0.144433445,0.532209065,21
1405,ComputerandInfoScience1600,ComputerandInfoScience4900,0.389928195,0.065866875,23
1407,ComputerandInfoScience1600,Economics2140,0.34367817,2.84E-10,319
1408,ComputerandInfoScience1600,English1101,0.310382473,7.32E-06,201
1409,ComputerandInfoScience1600,English1102,0.268531427,7.39E-17,932
1410,ComputerandInfoScience1600,History1000,0.355761779,6.29E-10,285
1411,ComputerandInfoScience1600,Mathematics1100,0.17530279,0.014749298,193
1412,ComputerandInfoScience1600,Music1100,0.322421527,2.03E-09,330
1413,ComputerandInfoScience1600,Philosophy1000,0.415375671,2.47E-41,960
1414,ComputerandInfoScience1600,Physics1201,0.327612459,1.87E-08,281
1415,ComputerandInfoScience1600,Physics1501,0.455191112,5.81E-06,91
1416,ComputerandInfoScience1600,Physics1511,0.355570652,4.78E-08,223
1421,ComputerandInfoScience1600,Psychology1100,0.327287796,0.000144205,130
1422,ComputerandInfoScience1600,Psychology1200,0.30433688,0.000299549,137
1423,ComputerandInfoScience1600,Psychology2000,0.504247166,1.58E-05,66
1424,ComputerandInfoScience1600,Psychology2010,0.099599922,0.495936578,49
1430,ComputerandInfoScience1600,Psychology2501,0.428542961,0.041325376,23
1431,ComputerandInfoScience1600,Psychology2600,-0.115979736,0.589419393,24
1433,ComputerandInfoScience1600,Psychology2700,0.093919759,0.627960592,29
1434,ComputerandInfoScience1600,Psychology2710,-0.036464647,0.868802004,23
1435,ComputerandInfoScience1600,Psychology2800,0.185332003,0.113907104,74
1436,ComputerandInfoScience1600,Psychology2900,0.263042194,0.015006647,85
1450,ComputerandInfoScience1600,Psychology3600,0.235000401,0.107874607,48
1466,ComputerandInfoScience1600,Psychology4310,0.257924243,0.246499017,22
1469,ComputerandInfoScience1600,Psychology4340,0.37340523,0.029612672,34
1475,ComputerandInfoScience1600,Psychology4900,0.238263601,0.099223819,49
1481,ComputerandInfoScience1600,Theatre1100,0.322595898,4.37E-09,316
1482,ComputerandInfoScience1600,Theology1000,0.323105561,1.08E-24,957
1483,ComputerandInfoScience1600,Theology3200,0.325358358,7.85E-06,181
1484,ComputerandInfoScience1600,VisualArts1101,0.269539251,0.000104827,202
1485,ComputerandInfoScience1610,BiologicalSciences1403,0.355443605,2.61E-06,166
1486,ComputerandInfoScience1610,BiologicalSciences1404,0.244866373,0.00420522,135
1487,ComputerandInfoScience1610,BiologicalSciences1413,0.368600161,1.29E-06,163
1488,ComputerandInfoScience1610,Chemistry1321,0.39339242,2.63E-10,240
1489,ComputerandInfoScience1610,Chemistry1322,0.48019428,7.12E-13,199
1490,ComputerandInfoScience1610,Chemistry1331,0.440074029,6.24E-13,243
1491,ComputerandInfoScience1610,Chemistry1332,0.379567612,1.84E-08,206
1492,ComputerandInfoScience1610,ComputerandInfoScience1100,0.407715754,2.17E-11,249
